catalog,category,subcategory,risk_data_type,title_collection,title_short,description_collection,title_item,description_item,spatial_scale,bbox,reference_period,temporal_coverage,temporal_interval,scenarios,data_type,data_format,spatial_resolution,spatial_resolution_unit,coordinate_reference_system,source_type,analysis_type,underlying_data,provider_name,provider_role,license,data_overview_link,publication_link,publication_type,code_link,code_type,usage_notes,asset_links,name_contributor
exposure-vulnerability,land use,urban/built-up footprints,exposure,Harmonized global nighttime light dataset,DMSP NTL,This is an integrated and consistent nighttime lights (NTL) dataset at the global scale that harmonizes the inter-calibrated NTL observations from the DMSP data (1992-2013) and the simulated DMSP-like NTL observations from the VIIRS data (2014-2021),DMSP NTL,This is an integrated and consistent nighttime lights (NTL) dataset at the global scale that harmonizes the inter-calibrated NTL observations from the DMSP data (1992-2013) and the simulated DMSP-like NTL observations from the VIIRS data (2014-2021),(near-)global,"-180, -90, 180, 90",historical,1992-2021,yearly,,raster,geotiff,30,arc seconds,4326,modeled,,DMSP and VIIRS data,Figshare,host,CC-BY-4.0,https://doi.org/10.6084/m9.figshare.9828827.v2,10.1038/s41597-020-0510-y,article,,,,https://figshare.com/ndownloader/articles/9828827/versions/8,Lena Reimann
exposure-vulnerability,land use,urban/built-up footprints,exposure,DMSP-OLS Nighttime Lights Time Series,DMSP-OLS,Provides time-series of nighttime stable lights. The data needs to be calibrated for inter-annual comparison.,version 4,Provides time-series of nighttime stable lights. The data needs to be calibrated for inter-annual comparison.,(near-)global,"-180, -65, 180, 75",historical,1992-2013,yearly,,raster,geotiff,30,arc seconds,4326,observed,,,NOAA,producer,CC-BY-4.0,https://ngdc.noaa.gov/eog/dmsp/downloadV4composites.html,10.7125/APAN.30.17,article,,,download available per year,,Lena Reimann
exposure-vulnerability,land use,land use/land cover characteristics,vulnerability,Global Agro-Ecological Zones,GAEZ,"GAEZ v4 is the most ambitious global assessment to date and this Data Portal has been developed to make the database widely and easily accessible for users. It comprises a large volume of spatial natural resources indicators and results of agro-ecological crop analysis. Results are presented in a regular raster format of 5 arc-minute (about 9 x 9 km at the equator) grid cells. Selected maps related to AEZ classification, soil suitability, terrain slopes and land cover are provided at 30 arc-second (0.9 x 0.9 km) resolution. The GAEZ v4 update includes 2010 baseline data comprising land cover, a harmonized global soil database and terrain data, protected areas and areas of high biodiversity value. Climatic conditions are based on a time series of historical data of 1961-2010 and a selection of future climate simulations using recent IPCC AR5 Earth System Model (ESM) outputs for four Representative Concentration Pathways (RCPs).",Crop production value,Aggregate Crop Production Value for 2010 (latest) in international dollars (GK$),(near-)global,"-180, -90, 180, 90",historical,2010,,,raster,geotiff,5,arc minutes,4326,modeled,,FAOSTAT,FAO,host,CC-BY-NC-SA-4.0,https://gaez.fao.org/pages/data-viewer,10.4060/cb4744en,documentation,,,,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res06/V/2010/all_2010_val.tif,Andrea Rivosecchi
exposure-vulnerability,land use,land use/land cover characteristics,vulnerability,Global Agro-Ecological Zones,GAEZ,"GAEZ v4 is the most ambitious global assessment to date and this Data Portal has been developed to make the database widely and easily accessible for users. It comprises a large volume of spatial natural resources indicators and results of agro-ecological crop analysis. Results are presented in a regular raster format of 5 arc-minute (about 9 x 9 km at the equator) grid cells. Selected maps related to AEZ classification, soil suitability, terrain slopes and land cover are provided at 30 arc-second (0.9 x 0.9 km) resolution. The GAEZ v4 update includes 2010 baseline data comprising land cover, a harmonized global soil database and terrain data, protected areas and areas of high biodiversity value. Climatic conditions are based on a time series of historical data of 1961-2010 and a selection of future climate simulations using recent IPCC AR5 Earth System Model (ESM) outputs for four Representative Concentration Pathways (RCPs).",Irrigation availability,Cropland equipped for full control irrigation (%),(near-)global,"-180, -90, 180, 90",historical,2010,,,raster,geotiff,5,arc minutes,4326,modeled,,FAOSTAT,FAO,host,CC-BY-NC-SA-4.0,https://gaez.fao.org/pages/data-viewer,10.4060/cb4744en,documentation,,,,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/LR/wat/GLCSv11_12_5m.tif,Andrea Rivosecchi
exposure-vulnerability,land use,urban/built-up footprints,exposure,Global Artificial Impervious Area,GAIA,"Annual maps of artificial impervious area, a predominant indicator of human settlement. Values range from 0 to 34. 0 represents non-human settlements, 1 represents increased human settlements in 2017, 2 represents increased settlements in 2016, …, 33 represents new settlements in 1985 and before.",Annual maps,"Annual maps of artificial impervious area, a predominant indicator of human settlement. Values range from 0 to 34. 0 represents non-human settlements, 1 represents increased human settlements in 2017, 2 represents increased settlements in 2016, …, 33 represents new settlements in 1985 and before.",(near-)global,"-180, -90, 180, 90",historical,1985-2018,yearly,,raster,geotiff,1,arc seconds,4326,modeled,data fusion,"Nighttime lights, Sentinel 1, Landsat",Star Cloud Data Service Platform,producer,CC-BY-4.0,https://data-starcloud.pcl.ac.cn/resource/13,10.1016/j.rse.2019.111510,article,,,user account needed; data doanloadable by tile,,Lena Reimann
exposure-vulnerability,population,socioeconomic status,vulnerability,Global Gridded Geographically Based Economic Data,G-Econ,"The Global Gridded Geographically Based Economic Data (G-Econ), Version 4 contains derived one degree grid cells of Gross Domestic Product (GDP) data in Grid and ASCII formats for both Market Exchange Rate (MER) and Purchasing Power Parity (PPP) for the years 1990, 1995, 2000 and 2005.",GDP excel,Data in excel format,(near-)global,"-180, -55, 180, 85",historical,1990-2005,5-yearly,,tabular,excel,1,decimal degrees,4326,modeled,data fusion,"nighttime lights, GPW",Havard Dataverse,host,CC-BY-4.0,http://doi.org/10.7910/DVN/NKIJ0C,10.1073/pnas.0509842103,article,,,free user account needed,,Lena Reimann
exposure-vulnerability,population,socioeconomic status,vulnerability,Global Gridded Geographically Based Economic Data,G-Econ,"The Global Gridded Geographically Based Economic Data (G-Econ), Version 4 contains derived one degree grid cells of Gross Domestic Product (GDP) data in Grid and ASCII formats for both Market Exchange Rate (MER) and Purchasing Power Parity (PPP) for the years 1990, 1995, 2000 and 2005.",GDP ascii,Data in ascii format,(near-)global,"-180, -55, 180, 85",historical,1990-2005,5-yearly,,tabular,ascii,1,decimal degrees,4326,modeled,data fusion,"nighttime lights, GPW",Havard Dataverse,host,CC-BY-4.0,http://doi.org/10.7910/DVN/NKIJ0C,10.1073/pnas.0509842103,article,,,free user account needed,,Lena Reimann
exposure-vulnerability,land use,urban/built-up characteristics,vulnerability,Global Human Settlement Layer - settlement characteristics,GHS-BUILT-C,"GHS Settlement Characteristics, derived from Sentinel2 composite (2018) and other GHS R2023A data",Mollweide 10 m,"GHS Settlement Characteristics (e.g. vegetation surfaces, water surfaces, residential versus non-residential zones) derived from Sentinel2 composite (2018) and other GHS R2023A data in Mollweide coordinates at 10 m spatial resolution. MSZ: classification by internal surface (soil sealed), functional (BU RES/NRES) characteristics, and building height; RES vs. NRES: functional classification of the built domain defined as BUFRAC>0",(near-)global,"-180, -90, 180, 90",historical,2018,,,raster,geotiff,10,meters,54009,modeled,,Sentinel2 composite (2018) and other GHS R2023A data,JRC Data Catalogue,licensor,CC-BY-4.0,https://human-settlement.emergency.copernicus.eu/ghs_buC2023.php,10.2760/098587,report,,,,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_C_GLOBE_R2023A/GHS_BUILT_C_MSZ_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_C_MSZ_E2018_GLOBE_R2023A_54009_10_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_C_GLOBE_R2023A/GHS_BUILT_C_FUN_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_C_FUN_E2018_GLOBE_R2023A_54009_10_V1_0.zip,Jeremy Pal
exposure-vulnerability,buildings,building characteristics,vulnerability,Global Human Settlement Layer - building height,GHS-BUILT-H,"GHS building height, derived from AW3D30, SRTM30, and Sentinel2 composite (2018)",WGS84 3 arc seconds,"GHS building height, derived from AW3D30, SRTM30, and Sentinel2 composite (2018) in WGS84 coordinates and 3 arc seconds spatial resolution. Average of the Gross Building Height (AGBH) and Average of the Net Building Height (ANBH) are provided.",(near-)global,"-180, -90, 180, 90",historical,2018,,,raster,geotiff,3,arc seconds,4326,modeled,,"AW3D30, SRTM30, and Sentinel2 composite",JRC Data Catalogue,licensor,CC-BY-4.0,https://human-settlement.emergency.copernicus.eu/ghs_buH2023.php,10.1371/journal.pone.0244478,article,,,,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_4326_3ss_V1_0.zip,Jeremy Pal
exposure-vulnerability,buildings,building characteristics,vulnerability,Global Human Settlement Layer - building height,GHS-BUILT-H,"GHS building height, derived from AW3D30, SRTM30, and Sentinel2 composite (2018)",Mollweide 100 m,"GHS building height, derived from AW3D30, SRTM30, and Sentinel2 composite (2018) in Mollweide coordinates and 100 m spatial resolution. Average of the Gross Building Height (AGBH) and Average of the Net Building Height (ANBH) are provided.",(near-)global,"-180, -90, 180, 90",historical,2018,,,raster,geotiff,100,meters,54009,modeled,,"AW3D30, SRTM30, and Sentinel2 composite",JRC Data Catalogue,licensor,CC-BY-4.0,https://human-settlement.emergency.copernicus.eu/ghs_buH2023.php,10.1371/journal.pone.0244478,article,,,,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_54009_100/V1-0/GHS_BUILT_H_AGBH_E2018_GLOBE_R2023A_54009_100_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_H_GLOBE_R2023A/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_54009_100/V1-0/GHS_BUILT_H_ANBH_E2018_GLOBE_R2023A_54009_100_V1_0.zip,Jeremy Pal
exposure-vulnerability,land use,urban/built-up footprints,exposure,Global Human Settlement Layer - built-up surface,GHS-BUILT-S,"GHS built-up surface spatial raster dataset, derived from Sentinel-2 composite (2018) and Landsat, multitemporal (1975-2030)",Mollweide 1 km,"GHS built-up surface grid, derived from Sentinel2 composite and Landsat, multitemporal (1975-2030) in Mollweide coordinates and 1 km spatial resolution. Residential (RES) or non residential (NRES) classifications are provided.",(near-)global,"-180, -90, 180, 90",historical & future,1975-2030,5-yearly,extrapolation,raster,geotiff,1,kilometers,54009,modeled,,Sentinel2 composite and Landsat,JRC Data Catalogue,licensor,CC-BY-4.0,https://human-settlement.emergency.copernicus.eu/ghs_buS2023.php,10.2760/098587,report,,,,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1975_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1975_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1980_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1980_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1985_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1985_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1990_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1990_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1995_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E1995_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2000_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2000_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2005_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2005_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2010_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2010_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2015_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2015_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2020_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2020_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2025_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2025_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2030_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_E2030_GLOBE_R2023A_54009_1000_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_54009_1000/V1-0/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_54009_1000_V1_0.zip,Jeremy Pal
exposure-vulnerability,land use,urban/built-up footprints,exposure,Global Human Settlement Layer - built-up surface,GHS-BUILT-S,"GHS built-up surface spatial raster dataset, derived from Sentinel-2 composite (2018) and Landsat, multitemporal (1975-2030)",Mollweide 10 m,"GHS built-up surface grid, derived from Sentinel2 composite and Landsat, multitemporal (1975-2030) in Mollweide coordinates and 10 m spatial resolution. Residential (RES) or non residential (NRES) classifications are provided.",(near-)global,"-180, -90, 180, 90",historical,2018,,,raster,geotiff,10,meters,54009,modeled,,Sentinel2 composite and Landsat,JRC Data Catalogue,licensor,CC-BY-4.0,https://human-settlement.emergency.copernicus.eu/ghs_buS2023.php,10.2760/098587,report,,,,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_S_E2018_GLOBE_R2023A_54009_10_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2018_GLOBE_R2023A_54009_10/V1-0/GHS_BUILT_S_NRES_E2018_GLOBE_R2023A_54009_10_V1_0.zip,Jeremy Pal
exposure-vulnerability,land use,urban/built-up footprints,exposure,Global Human Settlement Layer - built-up surface,GHS-BUILT-S,"GHS built-up surface spatial raster dataset, derived from Sentinel-2 composite (2018) and Landsat, multitemporal (1975-2030)",WGS84 3 arc seconds,"GHS built-up surface grid, derived from Sentinel2 composite and Landsat, multitemporal (1975-2030) in WGS84 coordinates and 3 arc seconds spatial resolution. Residential (RES) or non residential (NRES) classifications are provided.",(near-)global,"-180, -90, 180, 90",historical & future,1975-2030,5-yearly,extrapolation,raster,geotiff,3,arc seconds,4326,modeled,,Sentinel2 composite and Landsat,JRC Data Catalogue,licensor,CC-BY-4.0,https://human-settlement.emergency.copernicus.eu/ghs_buS2023.php,10.2760/098587,report,,,,https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1975_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1975_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1975_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1980_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1980_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1980_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1985_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1985_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1985_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1990_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1990_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1990_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E1995_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E1995_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E1995_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2000_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2000_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2000_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2005_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2005_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2005_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2010_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2010_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2010_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2015_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2015_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2015_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2020_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2020_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2020_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2025_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2025_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2025_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_E2030_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_E2030_GLOBE_R2023A_4326_3ss_V1_0.zip https://jeodpp.jrc.ec.europa.eu/ftp/jrc-opendata/GHSL/GHS_BUILT_S_GLOBE_R2023A/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_4326_3ss/V1-0/GHS_BUILT_S_NRES_E2030_GLOBE_R2023A_4326_3ss_V1_0.zip,Jeremy Pal
